product_id,producer_code_standard,code_on_card,producer_name,category_name,series_name,description_name_eng,description_version_eng,description_long_eng,description_short_eng,price_gross,price_net,product_size,code_producer,product_code,stock,images_large_image_1,images_large_image_2,images_large_image_3,images_large_image_4,images_large_image_5,images_icons_icon,colour,product_buy_url,min_band_size,max_band_size,min_cup_size,max_cup_size,full_on_bottom,full_on_top,even,center_full,outer_full,average,shallow,projected,separation,large_roots
13556,KINGA,POLA biustonosz push-up Kinga,Kinga,Kolekcje > Bazowa,Kolekcje > Bazowa,POLA,,,,39.90,32.44,80C,5908211959313,13545,0,https://www.kinga.com.pl/media/catalog/product/p/o/pola_m-1631_2C_f-1632_2C_f-1633_white1_4.jpg,,,,,,black,https://www.kinga.com.pl/en/pola-bra-m-1631?92=402&132=46&fee=2&fep=13556,78,82,96,98,0,0,0,0,0,0,0,0,0,0
13556,KINGA,POLA biustonosz push-up Kinga,Kinga,Kolekcje > Bazowa,Kolekcje > Bazowa,POLA,,,,39.90,32.44,80D,5908211958934,13546,0,https://www.kinga.com.pl/media/catalog/product/p/o/pola_m-1631_2C_f-1632_2C_f-1633_white1_4.jpg,,,,,,white,https://www.kinga.com.pl/en/pola-bra-m-1631?92=402&132=46&fee=2&fep=13556,78,82,98,100,0,0,0,0,0,0,0,0,0,0
13556,KINGA,POLA biustonosz push-up Kinga,Kinga,Kolekcje > Bazowa,Kolekcje > Bazowa,POLA,,,,39.90,32.44,80D,5908211959320,13547,0,https://www.kinga.com.pl/media/catalog/product/p/o/pola_m-1631_2C_f-1632_2C_f-1633_white1_4.jpg,,,,,,black,https://www.kinga.com.pl/en/pola-bra-m-1631?92=402&132=46&fee=2&fep=13556,78,82,98,100,0,0,0,0,0,0,0,0,0,0
13556,KINGA,POLA biustonosz push-up Kinga,Kinga,Kolekcje > Bazowa,Kolekcje > Bazowa,POLA,,,,39.90,32.44,80E,5908211958941,13548,0,https://www.kinga.com.pl/media/catalog/product/p/o/pola_m-1631_2C_f-1632_2C_f-1633_white1_4.jpg,,,,,,white,https://www.kinga.com.pl/en/pola-bra-m-1631?92=402&132=46&fee=2&fep=13556,78,82,100,102,0,0,0,0,0,0,0,0,0,0
13556,KINGA,POLA biustonosz push-up Kinga,Kinga,Kolekcje > Bazowa,Kolekcje > Bazowa,POLA,,,,39.90,32.44,80E,5908211959337,13549,0,https://www.kinga.com.pl/media/catalog/product/p/o/pola_m-1631_2C_f-1632_2C_f-1633_white1_4.jpg,,,,,,black,https://www.kinga.com.pl/en/pola-bra-m-1631?92=402&132=46&fee=2&fep=13556,78,82,100,102,0,0,0,0,0,0,0,0,0,0
13556,KINGA,POLA biustonosz push-up Kinga,Kinga,Kolekcje > Bazowa,Kolekcje > Bazowa,POLA,,,,39.90,32.44,85B,5908211958958,13550,0,https://www.kinga.com.pl/media/catalog/product/p/o/pola_m-1631_2C_f-1632_2C_f-1633_white1_4.jpg,,,,,,white,https://www.kinga.com.pl/en/pola-bra-m-1631?92=402&132=46&fee=2&fep=13556,83,87,99,101,0,0,0,0,0,0,0,0,0,0
13556,KINGA,POLA biustonosz push-up Kinga,Kinga,Kolekcje > Bazowa,Kolekcje > Bazowa,POLA,,,,39.90,32.44,85B,5908211959344,13551,0,https://www.kinga.com.pl/media/catalog/product/p/o/pola_m-1631_2C_f-1632_2C_f-1633_white1_4.jpg,,,,,,black,https://www.kinga.com.pl/en/pola-bra-m-1631?92=402&132=46&fee=2&fep=13556,83,87,99,101,0,0,0,0,0,0,0,0,0,0
13556,KINGA,POLA biustonosz push-up Kinga,Kinga,Kolekcje > Bazowa,Kolekcje > Bazowa,POLA,,,,39.90,32.44,85C,5908211958965,13552,0,https://www.kinga.com.pl/media/catalog/product/p/o/pola_m-1631_2C_f-1632_2C_f-1633_white1_4.jpg,,,,,,white,https://www.kinga.com.pl/en/pola-bra-m-1631?92=402&132=46&fee=2&fep=13556,83,87,101,103,0,0,0,0,0,0,0,0,0,0
13556,KINGA,POLA biustonosz push-up Kinga,Kinga,Kolekcje > Bazowa,Kolekcje > Bazowa,POLA,,,,39.90,32.44,85C,5908211959351,13553,0,https://www.kinga.com.pl/media/catalog/product/p/o/pola_m-1631_2C_f-1632_2C_f-1633_white1_4.jpg,,,,,,black,https://www.kinga.com.pl/en/pola-bra-m-1631?92=402&132=46&fee=2&fep=13556,83,87,101,103,0,0,0,0,0,0,0,0,0,0
13556,KINGA,POLA biustonosz push-up Kinga,Kinga,Kolekcje > Bazowa,Kolekcje > Bazowa,POLA,,,,39.90,32.44,85D,5908211958972,13554,0,https://www.kinga.com.pl/media/catalog/product/p/o/pola_m-1631_2C_f-1632_2C_f-1633_white1_4.jpg,,,,,,white,https://www.kinga.com.pl/en/pola-bra-m-1631?92=402&132=46&fee=2&fep=13556,83,87,103,105,0,0,0,0,0,0,0,0,0,0
